Ensembl Gene ID	Ensembl Transcript ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	EntrezGene ID	Strand	HGNC symbol
ENSG00000142875	ENST00000370682	1	84316329	84476765		1	PRKACB
ENSG00000160991	ENST00000356387	7	101861022	101876168	80228	1	ORAI2
ENSG00000188825	ENST00000341011	17	38810460	38822096		-1	
ENSG00000072803	ENST00000296933	5	171221161	171366482	23291	-1	FBXW11
ENSG00000142875	ENST00000370684	1	84316329	84476765		1	PRKACB
ENSG00000141101	ENST00000268802	16	68333276	68346330	28987	-1	NOB1
ENSG00000196233	ENST00000371103	10	98582029	98708680	84458	1	LCOR
ENSG00000204733	ENST00000377237	17	38818757	38822095	100130581	-1	
ENSG00000114013	ENST00000393627	3	123256911	123322672	942	1	CD86
ENSG00000181381	ENST00000284630	4	169514461	169638213	91351	-1	DDX60L
ENSG00000196233	ENST00000356016	10	98582029	98708680	84458	1	LCOR
ENSG00000142875	ENST00000394839	1	84316329	84476765		1	PRKACB
ENSG00000124602	ENST00000244565	6	41102750	41114906	222643	-1	UNC5CL
ENSG00000127324	ENST00000247829	12	69805136	70121945	7103	-1	TSPAN8
ENSG00000160993	ENST00000292566	7	101883702	101892293	54784	-1	ALKBH4
ENSG00000175294	ENST00000312106	11	65540800	65550564	117144	-1	CATSPER1
ENSG00000135972	ENST00000258455	2	105020938	105082849	64965	1	MRPS9
ENSG00000171747	ENST00000307751	19	43984152	43995425	3960	-1	LGALS4
ENSG00000155640	ENST00000286067	10	98731031	98735572	26148	1	C10orf12
ENSG00000175906	ENST00000320033	17	38831879	38834029	379	1	ARL4D
ENSG00000124602	ENST00000373164	6	41102750	41114906	222643	-1	UNC5CL
ENSG00000142875	ENST00000394838	1	84316329	84476765		1	PRKACB
ENSG00000072786	ENST00000176763	5	171401679	171547951	6793	-1	STK10
ENSG00000119487	ENST00000373511	9	127239494	127509334	79109	-1	MAPKAP1
ENSG00000112212	ENST00000373161	6	41118271	41120054	222642	1	BZRPL1
ENSG00000036828	ENST00000296154	3	123455485	123488032	846	1	CASR
ENSG00000122126	ENST00000357121	X	128501933	128554209	4952	1	OCRL
ENSG00000112212	ENST00000373158	6	41118271	41120054		1	BZRPL1
ENSG00000127324	ENST00000393330	12	69805136	70121945	7103	-1	TSPAN8
ENSG00000142875	ENST00000370679	1	84316329	84476765		1	PRKACB
ENSG00000124701	ENST00000244669	6	41128991	41140233	10930	1	APOBEC2
ENSG00000175229	ENST00000312006	11	65564815	65573227	89792	-1	GAL3ST3
ENSG00000135973	ENST00000258456	2	105224632	105226356	11250	1	GPR45
ENSG00000129116	ENST00000261509	4	169654792	170086183	23022	1	PALLD
ENSG00000214360	ENST00000398186	5	171553782	171563060	285588	1	EFCAB9
ENSG00000122126	ENST00000371113	X	128501933	128554209	4952	1	OCRL
ENSG00000119487	ENST00000350766	9	127239494	127509334	79109	-1	MAPKAP1
ENSG00000142875	ENST00000370680	1	84316329	84476765		1	PRKACB
ENSG00000168246	ENST00000393792	5	171569255	171643400	92181	-1	UBTD2
ENSG00000161036	ENST00000292616	7	101892395	101900613	222229	1	LRWD1
ENSG00000142875	ENST00000370681	1	84316329	84476765		1	PRKACB
ENSG00000212974	ENST00000391657	2	105248138	105248500		-1	
ENSG00000129116	ENST00000333488	4	169654792	170086183		1	PALLD
ENSG00000119487	ENST00000265960	9	127239494	127509334	79109	-1	MAPKAP1
ENSG00000104823	ENST00000221418	19	43997908	44014337	1891	-1	ECH1
ENSG00000036828	ENST00000360387	3	123455485	123488032		1	CASR
ENSG00000168246	ENST00000306184	5	171569255	171643400		-1	UBTD2
ENSG00000124596	ENST00000244558	6	41142509	41148294	221443	-1	C6orf130
ENSG00000122126	ENST00000371114	X	128501933	128554209		1	OCRL
ENSG00000129116	ENST00000393726	4	169654792	170086183		1	PALLD
ENSG00000203943	ENST00000394834	1	84536633	84589067	148418	1	SAMD13
ENSG00000005075	ENST00000292614	7	101900555	101906715	5439	-1	POLR2J
ENSG00000204762	ENST00000377334	5	171656129	171657985		1	
ENSG00000203943	ENST00000370673	1	84536633	84589067	148418	1	SAMD13
ENSG00000139292	ENST00000266674	12	70120080	70264889	8549	1	LGR5
ENSG00000124596	ENST00000373154	6	41142509	41148294	221443	-1	C6orf130
ENSG00000067596	ENST00000262415	17	38916860	38957206	1659	1	DHX8
ENSG00000129116	ENST00000335742	4	169654792	170086183		1	PALLD
ENSG00000135966	ENST00000258449	2	105249974	105312561	9392	-1	TGFBRAP1
ENSG00000203943	ENST00000370671	1	84536633	84589067	148418	1	SAMD13
ENSG00000198373	ENST00000356003	16	68353710	68533145	11060	1	WWP2
ENSG00000214977	ENST00000287254	X	128502018	128554209		1	
ENSG00000087365	ENST00000355456	11	65576392	65592958		1	SF3B2
ENSG00000174705	ENST00000311601	5	171693108	171814132	285590	-1	SH3PXD2B
ENSG00000001167	ENST00000353205	6	41148688	41174713	4800	1	NFYA
ENSG00000203943	ENST00000370670	1	84536633	84589067	148418	1	SAMD13
ENSG00000121552	ENST00000264474	3	123526701	123543501	1475	1	CSTA
ENSG00000203943	ENST00000370669	1	84536633	84589067	148418	1	SAMD13
ENSG00000203943	ENST00000370668	1	84536633	84589067	148418	1	SAMD13
ENSG00000135966	ENST00000393359	2	105249974	105312561	9392	-1	TGFBRAP1
ENSG00000171388	ENST00000307484	X	128607007	128616595		-1	APLN
ENSG00000005075	ENST00000326391	7	101900555	101906715		-1	POLR2J
ENSG00000203943	ENST00000370667	1	84536633	84589067		1	SAMD13
ENSG00000119487	ENST00000373498	9	127239494	127509334	79109	-1	MAPKAP1
ENSG00000145439	ENST00000306193	4	170145319	170167997	84869	-1	CBR4
ENSG00000087365	ENST00000322535	11	65576392	65592958	10992	1	SF3B2
ENSG00000187122	ENST00000266058	10	98747785	99015874	6585	-1	SLIT1
ENSG00000104824	ENST00000221419	19	44018869	44034819	3191	-1	HNRNPL
ENSG00000001167	ENST00000341376	6	41148688	41174713	4800	1	NFYA
ENSG00000214357	ENST00000369800	5	172000881	172046533	54492	1	NEURL1B
ENSG00000119487	ENST00000394063	9	127239494	127509334	79109	-1	MAPKAP1
ENSG00000137976	ENST00000370665	1	84636803	84653279	58511	1	DNASE2B
ENSG00000214242	ENST00000344427	7	101907433	102107091	100132214	-1	
ENSG00000214242	ENST00000344427	7	101907433	102107091	100134722	-1	
ENSG00000198373	ENST00000359154	16	68353710	68533145	11060	1	WWP2
ENSG00000120129	ENST00000239223	5	172127707	172130809	1843	-1	DUSP1
ENSG00000175832	ENST00000393664	17	38960738	38979288	2118	-1	ETV4
ENSG00000135974	ENST00000258457	2	105320421	105331653	79074	1	C2orf49
ENSG00000119487	ENST00000373503	9	127239494	127509334	79109	-1	MAPKAP1
ENSG00000160124	ENST00000291458	3	123561126	123584764	131076	-1	CCDC58
ENSG00000175832	ENST00000319349	17	38960738	38979288	2118	-1	ETV4
ENSG00000104824	ENST00000388750	19	44018869	44034819	3191	-1	HNRNPL
ENSG00000135974	ENST00000410049	2	105320421	105331653		1	C2orf49
ENSG00000137976	ENST00000361540	1	84636803	84653279	58511	1	DNASE2B
ENSG00000161911	ENST00000373127	6	41225061	41230053	340205	-1	TREML1
ENSG00000104824	ENST00000388749	19	44018869	44034819	3191	-1	HNRNPL
ENSG00000137976	ENST00000370662	1	84636803	84653279	58511	1	DNASE2B
ENSG00000122121	ENST00000371106	X	128700627	128731206	7512	1	XPNPEP2
ENSG00000119487	ENST00000373505	9	127239494	127509334	79109	-1	MAPKAP1
ENSG00000154447	ENST00000284637	4	170251982	170428824	57630	-1	SH3RF1
ENSG00000113719	ENST00000393784	5	172193928	172312287	57222	1	ERGIC1
ENSG00000005102	ENST00000318579	17	39073296	39094788	4222	-1	MEOX1
ENSG00000114023	ENST00000232125	3	123585713	123611651	26355	1	FAM162A
ENSG00000122121	ENST00000371105	X	128700627	128731206		1	XPNPEP2
ENSG00000187994	ENST00000406598	19	44050310	44060734	126432	-1	RINL
ENSG00000095970	ENST00000373122	6	41234223	41238902		-1	TREM2
ENSG00000196981	ENST00000330689	3	123616073	123617065	54554	-1	WDR5B
ENSG00000113719	ENST00000265089	5	172193928	172312287	57222	1	ERGIC1
ENSG00000005102	ENST00000393661	17	39073296	39094788	4222	-1	MEOX1
ENSG00000117133	ENST00000370654	1	84717530	84735949	80135	1	BXDC5
ENSG00000187994	ENST00000340740	19	44050310	44060734	126432	-1	RINL
ENSG00000133858	ENST00000378743	12	70289651	70344016	196441	-1	ZFC3H1
ENSG00000157322	ENST00000288040	16	68542311	68555388	348174	1	CLEC18A
ENSG00000095970	ENST00000373113	6	41234223	41238902		-1	TREM2
ENSG00000187122	ENST00000371070	10	98747785	99015874		-1	SLIT1
ENSG00000175115	ENST00000320580	11	65594400	65768789	55690	1	PACS1
ENSG00000119487	ENST00000394060	9	127239494	127509334		-1	MAPKAP1
ENSG00000122122	ENST00000356892	X	128741641	128756855	54440	1	SASH3
ENSG00000005102	ENST00000329168	17	39073296	39094788	4222	-1	MEOX1
ENSG00000095970	ENST00000373118	6	41234223	41238902	54209	-1	TREM2
ENSG00000115641	ENST00000393353	2	105340601	105421392	2274	-1	FHL2
ENSG00000113719	ENST00000409026	5	172193928	172312287		1	ERGIC1
ENSG00000157322	ENST00000393701	16	68542311	68555388	348174	1	CLEC18A
ENSG00000117133	ENST00000370656	1	84717530	84735949		1	BXDC5
ENSG00000119487	ENST00000394057	9	127239494	127509334	79109	-1	MAPKAP1
ENSG00000113719	ENST00000409950	5	172193928	172312287		1	ERGIC1
ENSG00000167941	ENST00000301691	17	39186629	39191682	50964	-1	SOST
ENSG00000114030	ENST00000344337	3	123623438	123716474	3836	-1	KPNA1
ENSG00000113719	ENST00000326654	5	172193928	172312287		1	ERGIC1
ENSG00000133858	ENST00000308101	12	70289651	70344016		-1	ZFC3H1
ENSG00000095970	ENST00000338469	6	41234223	41238902		-1	TREM2
ENSG00000187122	ENST00000314867	10	98747785	99015874		-1	SLIT1
ENSG00000174021	ENST00000370641	1	84736603	84744831	2787	-1	GNG5
ENSG00000119487	ENST00000373496	9	127239494	127509334		-1	MAPKAP1
ENSG00000204758	ENST00000377322	5	172314763	172318986		-1	
ENSG00000173451	ENST00000308086	12	70344051	70360684	83591	1	THAP2
ENSG00000112195	ENST00000373108	6	41266206	41276902	79865	-1	TREML2P
ENSG00000112195	ENST00000373108	6	41266206	41276902	79865	-1	TREML2
ENSG00000187122	ENST00000371057	10	98747785	99015874		-1	SLIT1
ENSG00000170667	ENST00000306682	7	101910974	101945162		-1	RASA4B
ENSG00000037241	ENST00000265100	5	172319045	172329378	51121	1	RPL26L1
ENSG00000108861	ENST00000226004	17	39199016	39211872	1845	-1	DUSP3
ENSG00000174021	ENST00000370645	1	84736603	84744831	2787	-1	GNG5
ENSG00000119487	ENST00000373497	9	127239494	127509334		-1	MAPKAP1
ENSG00000184106	ENST00000332842	6	41284429	41293663		-1	TREML3
ENSG00000174903	ENST00000394080	11	65777735	65801539		1	RAB1B
ENSG00000139291	ENST00000266673	12	70366145	70384107	55266	1	TMEM19
ENSG00000115641	ENST00000344213	2	105340601	105421392	2274	-1	FHL2
ENSG00000137601	ENST00000308881	4	170557813	170770307		-1	NEK1
ENSG00000205238	ENST00000379360	7	101983352	101989855	441273	1	SPDYE2
ENSG00000113732	ENST00000265093	5	172343369	172394506	8992	1	ATP6V0E1
ENSG00000187122	ENST00000371054	10	98747785	99015874		-1	SLIT1
ENSG00000196696	ENST00000331116	16	68567713	68657352		-1	PDXDC2
ENSG00000188706	ENST00000406492	X	128766596	128805554	51114	-1	ZDHHC9
ENSG00000188056	ENST00000358696	6	41304040	41314095		1	TREML4
ENSG00000137601	ENST00000336047	4	170557813	170770307	4750	-1	NEK1
ENSG00000122432	ENST00000263717	1	84744562	84804463	64173	1	SPATA1
ENSG00000138496	ENST00000360356	3	123729463	123766114	83666	-1	PARP9
ENSG00000174903	ENST00000314965	11	65777735	65801539		1	RAB1B
ENSG00000187122	ENST00000371041	10	98747785	99015874		-1	SLIT1
ENSG00000188056	ENST00000341495	6	41304040	41314095	285852	1	TREML4
ENSG00000161647	ENST00000398393	17	39233693	39266064	4356	-1	MPP3
ENSG00000167081	ENST00000373489	9	127548372	127769477	5090	1	PBX3
ENSG00000080371	ENST00000261263	12	70434925	70467417	23011	1	RAB21
ENSG00000197373	ENST00000379357	7	101965373	102000093	548644	-1	POLR2J3
ENSG00000068903	ENST00000392081	19	44061037	44082342	22933	-1	SIRT2
ENSG00000115641	ENST00000393352	2	105340601	105421392	2274	-1	FHL2
ENSG00000174903	ENST00000311481	11	65777735	65801539	81876	1	RAB1B
ENSG00000161647	ENST00000398389	17	39233693	39266064		-1	MPP3
ENSG00000122432	ENST00000361426	1	84744562	84804463		1	SPATA1
ENSG00000164463	ENST00000393776	5	172415976	172496567		1	C5orf41
ENSG00000213390	ENST00000316676	10	98968986	99042403		-1	ARHGAP19
ENSG00000124731	ENST00000244709	6	41351475	41362398	54210	-1	TREM1
ENSG00000213390	ENST00000355366	10	98968986	99042403		-1	ARHGAP19
ENSG00000122432	ENST00000370638	1	84744562	84804463		1	SPATA1
ENSG00000213390	ENST00000358531	10	98968986	99042403	84986	-1	ARHGAP19
ENSG00000161647	ENST00000356492	17	39233693	39266064	4356	-1	MPP3
ENSG00000137601	ENST00000379072	4	170557813	170770307		-1	NEK1
ENSG00000164463	ENST00000296953	5	172415976	172496567	153222	1	C5orf41
ENSG00000197373	ENST00000393794	7	101965373	102000093		-1	POLR2J3
ENSG00000188706	ENST00000357166	X	128766596	128805554		-1	ZDHHC9
ENSG00000163840	ENST00000383661	3	123765875	123776734		1	DTX3L
ENSG00000167081	ENST00000373487	9	127548372	127769477		1	PBX3
ENSG00000161649	ENST00000317310	17	39280070	39296520	146894	1	CD300LG
ENSG00000117151	ENST00000370630	1	84792821	84812735	1486	-1	CTBS
ENSG00000068903	ENST00000249396	19	44061037	44082342	22933	-1	SIRT2
ENSG00000189093	ENST00000379355	7	102001355	102007318	100134584	-1	
ENSG00000115641	ENST00000322142	2	105340601	105421392	2274	-1	FHL2
ENSG00000124731	ENST00000334475	6	41351475	41362398		-1	TREM1
ENSG00000121749	ENST00000407399	12	70519808	70604364		1	TBC1D15
ENSG00000188706	ENST00000371064	X	128766596	128805554	51114	-1	ZDHHC9
ENSG00000163840	ENST00000296161	3	123765875	123776734	151636	1	DTX3L
ENSG00000188706	ENST00000341406	X	128766596	128805554		-1	ZDHHC9
ENSG00000121749	ENST00000319106	12	70519808	70604364	64786	1	TBC1D15
ENSG00000161649	ENST00000377203	17	39280070	39296520		1	CD300LG
ENSG00000213390	ENST00000371027	10	98968986	99042403		-1	ARHGAP19
ENSG00000167081	ENST00000342287	9	127548372	127769477		1	PBX3
ENSG00000174996	ENST00000394078	11	65781766	65791907		1	KLC2
ENSG00000117151	ENST00000370625	1	84792821	84812735		-1	CTBS
ENSG00000213390	ENST00000358308	10	98968986	99042403		-1	ARHGAP19
ENSG00000161649	ENST00000293396	17	39280070	39296520		1	CD300LG
ENSG00000115641	ENST00000358129	2	105340601	105421392	2274	-1	FHL2
ENSG00000096264	ENST00000373089	6	41411371	41426580	9436	1	NCR2
ENSG00000213390	ENST00000393817	10	98968986	99042403		-1	ARHGAP19
ENSG00000180869	ENST00000327308	1	84866501	84873291		-1	C1orf180
ENSG00000121749	ENST00000393309	12	70519808	70604364		1	TBC1D15
ENSG00000180869	ENST00000370624	1	84866501	84873291		-1	C1orf180
ENSG00000096264	ENST00000373086	6	41411371	41426580		1	NCR2
ENSG00000115641	ENST00000409177	2	105340601	105421392	2274	-1	FHL2
ENSG00000167081	ENST00000373483	9	127548372	127769477		1	PBX3
ENSG00000068903	ENST00000402684	19	44061037	44082342	22933	-1	SIRT2
ENSG00000165879	ENST00000371021	10	99069088	99071087	10023	1	FRAT1
ENSG00000115641	ENST00000409807	2	105340601	105421392	2274	-1	FHL2
ENSG00000167081	ENST00000373492	9	127548372	127769477		1	PBX3
ENSG00000115641	ENST00000408995	2	105340601	105421392	2274	-1	FHL2
ENSG00000096264	ENST00000373083	6	41411371	41426580		1	NCR2
ENSG00000173200	ENST00000383660	3	123779220	123837690	165631	1	PARP15
ENSG00000113734	ENST00000351486	5	172504146	172523950	662	1	BNIP1
ENSG00000167081	ENST00000373482	9	127548372	127769477		1	PBX3
ENSG00000156697	ENST00000394422	X	128866195	128891408		1	UTP14A
ENSG00000173200	ENST00000310366	3	123779220	123837690	165631	1	PARP15
ENSG00000109572	ENST00000347613	4	170778297	170878731	1182	1	CLCN3
ENSG00000068903	ENST00000358931	19	44061037	44082342		-1	SIRT2
ENSG00000174996	ENST00000316924	11	65781766	65791907	64837	1	KLC2
ENSG00000174996	ENST00000316924	11	65781766	65791907	100130712	1	KLC2
ENSG00000090857	ENST00000288050	16	68705030	68752706	55066	1	PDPR
ENSG00000090857	ENST00000288050	16	68705030	68752706	650883	1	PDPR
ENSG00000139287	ENST00000333850	12	70618893	70712488	121278	1	TPH2
ENSG00000105808	ENST00000262940	7	102007194	102044425	10156	-1	RASA4
ENSG00000181274	ENST00000371019	10	99082244	99084456	23401	-1	FRAT2
ENSG00000113734	ENST00000352523	5	172504146	172523950	662	1	BNIP1
ENSG00000115641	ENST00000336660	2	105340601	105421392		-1	FHL2
ENSG00000156697	ENST00000371051	X	128866195	128891408	10813	1	UTP14A
ENSG00000108852	ENST00000269095	17	39308253	39340639	4355	-1	MPP2
ENSG00000117155	ENST00000342203	1	84881978	84928816	117178	-1	SSX2IP
ENSG00000196814	ENST00000402437	9	128128949	128309140	89853	1	FAM125B
ENSG00000117155	ENST00000370612	1	84881978	84928816		-1	SSX2IP
ENSG00000068903	ENST00000407552	19	44061037	44082342		-1	SIRT2
ENSG00000113734	ENST00000231668	5	172504146	172523950	662	1	BNIP1
ENSG00000109572	ENST00000360642	4	170778297	170878731	1182	1	CLCN3
ENSG00000108852	ENST00000225995	17	39308253	39340639		-1	MPP2
ENSG00000139287	ENST00000389376	12	70618893	70712488		1	TPH2
ENSG00000174996	ENST00000394067	11	65781766	65791907	64837	1	KLC2
ENSG00000174996	ENST00000394067	11	65781766	65791907	100130712	1	KLC2
ENSG00000156697	ENST00000371042	X	128866195	128891408		1	UTP14A
ENSG00000171517	ENST00000370611	1	85052089	85104430	23566	-1	LPAR3
ENSG00000090857	ENST00000205055	16	68705030	68752706		1	PDPR
ENSG00000174996	ENST00000394066	11	65781766	65791907	64837	1	KLC2
ENSG00000113734	ENST00000393770	5	172504146	172523950	662	1	BNIP1
ENSG00000139287	ENST00000266669	12	70618893	70712488		1	TPH2
ENSG00000196814	ENST00000361171	9	128128949	128309140	89853	1	FAM125B
ENSG00000174996	ENST00000394065	11	65781766	65791907		1	KLC2
ENSG00000137166	ENST00000373063	6	41622142	41678099	116113	1	FOXP4
ENSG00000071051	ENST00000393349	2	105727786	105877137	8440	1	NCK2
ENSG00000183072	ENST00000329198	5	172591744	172594868	1482	-1	NKX2-5
ENSG00000108852	ENST00000377184	17	39308253	39340639		-1	MPP2
ENSG00000104825	ENST00000392079	19	44082444	44091373		1	NFKBIB
ENSG00000174871	ENST00000311445	11	65802272	65808259	254263	1	CNIH2
ENSG00000173193	ENST00000398162	3	123882362	123932376		1	PARP14
ENSG00000056050	ENST00000261511	4	170887205	170915637	54969	-1	C4orf27
ENSG00000205236	ENST00000340457	7	102064710	102099418		-1	POLR2J2
ENSG00000085185	ENST00000218147	X	128944350	129019254	63035	1	BCORL1
ENSG00000072657	ENST00000261180	12	70952730	71345688	29953	1	TRHDE
ENSG00000137166	ENST00000373057	6	41622142	41678099	116113	1	FOXP4
ENSG00000157335	ENST00000314151	16	68765429	68778297	283971	1	CLEC18C
ENSG00000108849	ENST00000225992	17	39373698	39375359	5539	-1	PPY
ENSG00000052749	ENST00000315563	10	99106449	99151087		-1	RRP12
ENSG00000104825	ENST00000313582	19	44082444	44091373	4793	1	NFKBIB
ENSG00000205236	ENST00000379340	7	102064710	102099418	246721	-1	POLR2J2
ENSG00000198948	ENST00000361618	4	171144325	171184936	9848	-1	MFAP3L
ENSG00000136944	ENST00000373474	9	128416550	128498649		1	LMX1B
ENSG00000212958	ENST00000391641	16	68643203	68797292		-1	
ENSG00000071051	ENST00000233154	2	105727786	105877137	8440	1	NCK2
ENSG00000153898	ENST00000370608	1	85163855	85235384	255231	-1	MCOLN2
ENSG00000174851	ENST00000376904	11	65808627	65813196	10897	-1	YIF1A
ENSG00000052749	ENST00000370992	10	99106449	99151087	23223	-1	RRP12
ENSG00000173193	ENST00000310276	3	123882362	123932376	54625	1	PARP14
ENSG00000085185	ENST00000303743	X	128944350	129019254		1	BCORL1
ENSG00000166006	ENST00000341669	12	73720163	73889778		-1	KCNC2
ENSG00000137166	ENST00000373060	6	41622142	41678099	116113	1	FOXP4
ENSG00000205236	ENST00000358438	7	102064710	102099418		-1	POLR2J2
ENSG00000104825	ENST00000408917	19	44082444	44091373	4793	1	NFKBIB
ENSG00000131096	ENST00000393652	17	39385637	39437363		-1	PYY
ENSG00000166006	ENST00000350228	12	73720163	73889778	3747	-1	KCNC2
ENSG00000085185	ENST00000359304	X	128944350	129019254		1	BCORL1
ENSG00000173193	ENST00000398157	3	123882362	123932376		1	PARP14
ENSG00000214232	ENST00000397880	7	102073235	102087369		1	
ENSG00000131096	ENST00000360085	17	39385637	39437363	5697	-1	PYY
ENSG00000153898	ENST00000284027	1	85163855	85235384		-1	MCOLN2
ENSG00000174851	ENST00000359461	11	65808627	65813196		-1	YIF1A
ENSG00000198948	ENST00000393704	4	171144325	171184936	9848	-1	MFAP3L
ENSG00000136944	ENST00000355497	9	128416550	128498649	4010	1	LMX1B
ENSG00000071051	ENST00000393348	2	105727786	105877137	8440	1	NCK2
ENSG00000205152	ENST00000378955	16	68811710	68826847		-1	
ENSG00000174851	ENST00000376901	11	65808627	65813196		-1	YIF1A
ENSG00000137166	ENST00000409208	6	41622142	41678099		1	FOXP4
ENSG00000173678	ENST00000341656	7	102082576	102089083		1	
ENSG00000166006	ENST00000298972	12	73720163	73889778	3747	-1	KCNC2
ENSG00000174851	ENST00000376899	11	65808627	65813196		-1	YIF1A
ENSG00000137166	ENST00000307972	6	41622142	41678099	116113	1	FOXP4
ENSG00000157344	ENST00000288063	16	68838182	68843334	118460	-1	EXOSC6
ENSG00000214738	ENST00000378769	6	41683843	41687315		-1	
ENSG00000179292	ENST00000327259	11	65815917	65820707	256472	1	TMEM151A
ENSG00000198948	ENST00000393702	4	171144325	171184936		-1	MFAP3L
ENSG00000166006	ENST00000393288	12	73720163	73889778	3747	-1	KCNC2
ENSG00000119147	ENST00000238044	2	106046182	106061043	84417	1	C2orf40
ENSG00000174807	ENST00000311330	11	65838801	65841074	57124	-1	CD248
ENSG00000222011	ENST00000409231	7	102176711	102236523	222234	1	FAM185A
ENSG00000102034	ENST00000308167	X	129026539	129072334	2000	-1	ELF4
ENSG00000169155	ENST00000373464	9	128607126	128639203	23099	1	ZBTB43
ENSG00000112559	ENST00000373050	6	41712784	41729955		1	MDFI
ENSG00000173193	ENST00000310290	3	123882362	123932376		1	PARP14
ENSG00000161653	ENST00000293404	17	39437558	39441959	162417	1	NAGS
ENSG00000055732	ENST00000302814	1	85256353	85286757	55283	-1	MCOLN3
ENSG00000113739	ENST00000265087	5	172674332	172689112	8614	-1	STC2
ENSG00000109576	ENST00000337664	4	171217948	171247947	51166	-1	AADAT
ENSG00000119147	ENST00000409944	2	106046182	106061043		1	C2orf40
ENSG00000112559	ENST00000230321	6	41712784	41729955	4188	1	MDFI
ENSG00000171314	ENST00000334828	10	99176017	99183184	5223	1	PGAM1
ENSG00000104835	ENST00000221431	19	44097751	44113376	54938	-1	SARS2
ENSG00000055732	ENST00000370588	1	85256353	85286757		-1	MCOLN3
ENSG00000169155	ENST00000373457	9	128607126	128639203	23099	1	ZBTB43
ENSG00000090861	ENST00000261772	16	68843798	68880913	16	-1	AARS
ENSG00000177125	ENST00000373452	9	128662765	128687978	403341	1	ZBTB34
ENSG00000169087	ENST00000306103	3	123941536	123995340	79663	-1	HSPBAP1
ENSG00000102034	ENST00000335997	X	129026539	129072334	2000	-1	ELF4
ENSG00000174791	ENST00000311320	11	65856118	65860576	9610	-1	RIN1
ENSG00000109576	ENST00000353187	4	171217948	171247947	51166	-1	AADAT
ENSG00000055732	ENST00000370589	1	85256353	85286757	55283	-1	MCOLN3
ENSG00000128626	ENST00000402029	19	44113188	44115497	6183	1	MRPS12
ENSG00000145919	ENST00000285908	5	172967155	172976262		-1	BOD1
ENSG00000091947	ENST00000206380	17	39444085	39447871	84336	-1	TMEM101
ENSG00000055732	ENST00000341115	1	85256353	85286757		-1	MCOLN3
ENSG00000112559	ENST00000373051	6	41712784	41729955	4188	1	MDFI
ENSG00000055732	ENST00000370587	1	85256353	85286757		-1	MCOLN3
ENSG00000169087	ENST00000315996	3	123941536	123995340		-1	HSPBAP1
ENSG00000145919	ENST00000311086	5	172967155	172976262	91272	-1	BOD1
ENSG00000180881	ENST00000409445	12	73956026	74070969	84698	-1	CAPS2
ENSG00000177125	ENST00000319119	9	128662765	128687978	403341	1	ZBTB34
ENSG00000169087	ENST00000383659	3	123941536	123995340		-1	HSPBAP1
ENSG00000180881	ENST00000409799	12	73956026	74070969		-1	CAPS2
ENSG00000181359	ENST00000325407	4	171739196	171762710		-1	HSP90AA6P
ENSG00000161040	ENST00000379305	7	102240916	102502453	222235	-1	FBXL13
ENSG00000161654	ENST00000293406	17	39467530	39499532	124801	-1	LSM12
ENSG00000112561	ENST00000358871	6	41759694	41811975	7942	-1	TFEB
ENSG00000112561	ENST00000343317	6	41759694	41811975	7942	-1	TFEB
ENSG00000128626	ENST00000407800	19	44113188	44115497	6183	1	MRPS12
ENSG00000180881	ENST00000409004	12	73956026	74070969		-1	CAPS2
ENSG00000112561	ENST00000406563	6	41759694	41811975		-1	TFEB
ENSG00000174473	ENST00000308120	4	172971229	174199266	442117	1	GALNTL6
ENSG00000180881	ENST00000336815	12	73956026	74070969	84698	-1	CAPS2
ENSG00000161040	ENST00000379306	7	102240916	102502453		-1	FBXL13
ENSG00000171311	ENST00000370884	10	99185656	99195758		-1	EXOSC1
ENSG00000174744	ENST00000394043	11	65861380	65869158		-1	BRMS1
ENSG00000161040	ENST00000379308	7	102240916	102502453	222235	-1	FBXL13
ENSG00000113742	ENST00000334035	5	173248795	173319916		1	CPEB4
ENSG00000115652	ENST00000283148	2	106076191	106177227	80146	-1	UXS1
ENSG00000138463	ENST00000261038	3	123996597	124081451	84925	1	DIRC2
ENSG00000112561	ENST00000403298	6	41759694	41811975	7942	-1	TFEB
ENSG00000162643	ENST00000326813	1	85237418	85371409		1	WDR63
ENSG00000141349	ENST00000269097	17	39503644	39509238	92579	1	G6PC3
ENSG00000174473	ENST00000404275	4	172971229	174199266	442117	1	GALNTL6
ENSG00000161040	ENST00000393772	7	102240916	102502453		-1	FBXL13
ENSG00000171311	ENST00000370885	10	99185656	99195758		-1	EXOSC1
ENSG00000128626	ENST00000308018	19	44113188	44115497	6183	1	MRPS12
ENSG00000156709	ENST00000346424	X	129091018	129127489	9131	-1	AIFM1
ENSG00000161040	ENST00000313221	7	102240916	102502453	222235	-1	FBXL13
ENSG00000171311	ENST00000370886	10	99185656	99195758		-1	EXOSC1
ENSG00000113742	ENST00000265085	5	173248795	173319916	80315	1	CPEB4
ENSG00000180881	ENST00000328705	12	73956026	74070969		-1	CAPS2
ENSG00000162643	ENST00000370596	1	85237418	85371409		1	WDR63
ENSG00000174744	ENST00000359957	11	65861380	65869158	25855	-1	BRMS1
ENSG00000205182	ENST00000379054	4	174144921	174153488		-1	
ENSG00000157349	ENST00000355992	16	68890573	68925230	11269	1	DDX19B
